ID,RequiredArenaRating,ArenaBracket,Flags,MinFactionID,MinReputation,RequiredAchievement,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemCount[0],ItemCount[1],ItemCount[2],ItemCount[3],ItemCount[4],CurrencyID[0],CurrencyID[1],CurrencyID[2],CurrencyID[3],CurrencyID[4],CurrencyCount[0],CurrencyCount[1],CurrencyCount[2],CurrencyCount[3],CurrencyCount[4]
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,195196,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,74385,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,234184,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,7500,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,172618,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,157250,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,175000,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,175000,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,212500,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,18,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,292261,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,205900,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,292261,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,292261,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,205900,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,50,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,8,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,272618,0,0,0,0
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,340000,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,361904,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,255000,0,0,0,0
388,0,0,0,0,0,0,24245,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,200000,0,0,0,0
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,8500,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,6000,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,10500,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,100,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,12500,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,12500,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,7000,0,0,0,0
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,8500,0,0,0,0
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,90773,0,0,0,0
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,24500,0,0,0,0
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5500,0,0,0,0
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5500,0,0,0,0
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,8500,0,0,0,0
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,17500,0,0,0,0
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,25000,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,13000,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5500,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5000,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5000,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,7000,0,0,0,0
542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,12500,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,18500,0,0,0,0
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,18500,0,0,0,0
634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5500,0,0,0,0
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,10500,0,0,0,0
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,10500,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,208900,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,90773,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,13000,0,0,0,0
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,17000,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,10500,0,0,0,0
774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5500,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,10000,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,2000,0,0,0,0
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,2000,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,7000,0,0,0,0
837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,12500,0,0,0,0
838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,2500,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,2500,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,4500,0,0,0,0
855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,2500,0,0,0,0
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,8500,0,0,0,0
883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,15500,0,0,0,0
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,3500,0,0,0,0
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,3500,0,0,0,0
887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5500,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,3500,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,11000,0,0,0,0
929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,19500,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,4500,0,0,0,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,4500,0,0,0,0
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,7000,0,0,0,0
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,4500,0,0,0,0
968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,13500,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,4500,0,0,0,0
989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5500,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,6500,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,17856,0,0,0,0
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,50000,0,0,0,0
1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,267900,0,0,0,0
1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,200000,0,0,0,0
1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,10000,0,0,0,0
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5000,0,0,0,0
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,17856,0,0,0,0
1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,13000,0,0,0,0
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,21300,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,17200,0,0,0,0
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,26000,0,0,0,0
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,4000,0,0,0,0
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,3500,0,0,0,0
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,2000,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5952,0,0,0,0
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,55952,0,0,0,0
1076,0,0,0,0,0,0,24245,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,24245,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,8928,0,0,0,0
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,8928,0,0,0,0
1184,0,0,0,0,0,0,29735,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,29735,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,29736,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,29736,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,29754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,29757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,29760,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,29766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,29763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,29755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,0,0,0,0,0,0,29756,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,0,0,0,0,0,0,29759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,0,0,0,0,0,0,29765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,29762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,29753,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,0,0,0,0,0,0,29758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,29761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,0,0,0,0,0,0,29767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,0,0,0,0,0,0,29764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,0,0,0,0,0,0,30237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,0,0,0,0,0,0,30240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,30243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,30246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,0,0,0,0,0,0,30249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,0,0,0,0,0,0,30236,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,0,0,0,0,0,0,30239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,0,0,0,0,0,0,30242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,0,0,0,0,0,0,30245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,0,0,0,0,0,0,30248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,0,0,0,0,0,0,30238,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,30241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,0,30244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,0,0,0,0,0,0,30247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,0,0,0,0,0,0,30250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,17500,0,0,0,0
1432,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,10500,0,0,0,0
1435,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,14000,0,0,0,0
1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,151189,0,0,0,0
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,10400,0,0,0,0
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,15600,0,0,0,0
1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,167856,0,0,0,0
1474,0,0,0,0,0,0,31094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,0,0,0,0,0,0,31095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,0,0,0,0,0,0,31091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,0,0,0,0,0,0,31100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,0,0,0,0,0,0,31103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,0,0,0,0,0,0,31092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,0,0,0,0,0,0,31097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,0,0,0,0,0,0,31089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,0,0,0,0,0,0,31098,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,0,0,0,0,0,0,31101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,0,0,0,0,0,0,31093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,0,0,0,0,0,0,31096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,0,0,0,0,0,0,31090,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,0,0,0,0,0,0,31099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,0,0,0,0,0,0,31102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,100,0,0,0,0
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,83,0,0,0,0
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,7800,0,0,0,0
1645,0,0,0,0,0,0,0,4291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,0,0,0,0,0,0,26045,26044,0,0,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,0,0,0,0,0,0,26045,26044,0,0,0,70,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,3900,0,0,0,0
1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,3900,0,0,0,0
1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,3900,0,0,0,0
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,200,0,0,0,0
1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,35000,0,0,0,0
1670,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,24500,0,0,0,0
1757,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,24500,0,0,0,0
1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,9500,0,0,0,0
1765,0,0,0,0,0,0,26044,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,5200,0,0,0,0
1910,0,0,0,0,0,0,32569,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,14000,0,0,0,0
1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,14000,0,0,0,0
1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,9000,0,0,0,0
1948,0,0,0,0,0,0,32569,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,0,0,0,0,0,0,32569,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,0,0,0,0,0,0,32572,32569,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,0,0,0,0,0,0,32572,32569,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,0,0,0,0,0,0,32569,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,0,0,0,0,0,0,32897,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,0,0,0,0,0,0,24368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,0,0,0,0,0,0,32569,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,0,0,0,0,0,32569,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,0,0,0,0,0,0,32572,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,0,0,0,0,0,0,32572,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,2,0,0,0,0
1994,0,0,0,0,0,0,24245,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,7500,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,39000,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,31200,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,18200,0,0,0,0
2236,0,0,0,0,0,0,26044,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,478570,0,0,0,0
2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,439285,0,0,0,0
2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,322618,0,0,0,0
2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,157618,0,0,0,0
2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,152976,0,0,0,0
2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,255952,0,0,0,0
2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,202900,0,0,0,0
2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,228570,0,0,0,0
2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,228570,0,0,0,0
2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,139285,0,0,0,0
2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,169642,0,0,0,0
2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,5000,0,0,0,0
2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,339285,0,0,0,0
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,222618,0,0,0,0
2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,661904,0,0,0,0
2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,29000,0,0,0,0
2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,358928,0,0,0,0
2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,258928,0,0,0,0
